Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
30,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,38,1,1,Laboratory Technician,3,Married,3833,4,3,7,3,2,2,0,2
40,No,Travel_Frequently,Research & Development,2,2,Medical,3,Female,38,4,2,Healthcare Representative,2,Married,4244,4,4,8,3,8,7,3,7
34,No,Travel_Rarely,Sales,8,2,Life Sciences,3,Female,93,3,2,Sales Executive,1,Married,6500,3,2,6,3,3,2,1,2
42,No,Travel_Frequently,Research & Development,8,3,Life Sciences,2,Male,66,3,5,Manager,4,Divorced,18430,3,2,24,2,24,7,14,9
23,Yes,Travel_Rarely,Research & Development,6,3,Life Sciences,3,Male,63,4,1,Laboratory Technician,1,Married,1601,4,3,1,3,0,0,0,0
24,No,Non-Travel,Research & Development,9,3,Life Sciences,3,Male,60,2,1,Laboratory Technician,2,Divorced,2694,3,3,1,3,1,0,0,0
52,No,Travel_Rarely,Research & Development,11,4,Life Sciences,4,Female,82,3,2,Laboratory Technician,3,Married,3149,4,2,9,3,5,2,1,4
50,No,Travel_Rarely,Research & Development,2,3,Medical,3,Male,64,3,4,Research Director,3,Married,17639,3,4,30,3,4,3,0,3
29,Yes,Travel_Rarely,Research & Development,1,2,Life Sciences,2,Female,36,2,1,Laboratory Technician,1,Married,2319,3,4,1,3,1,0,0,0
33,No,Travel_Rarely,Research & Development,7,3,Medical,3,Male,49,3,3,Research Director,3,Married,11691,3,4,14,4,13,9,3,7
33,Yes,Travel_Rarely,Sales,16,3,Marketing,1,Female,69,3,2,Sales Executive,1,Single,5324,3,3,6,3,3,2,0,2
47,No,Travel_Rarely,Research & Development,2,2,Other,3,Female,33,3,4,Manager,4,Married,16752,3,3,26,2,26,14,3,0
36,No,Travel_Rarely,Research & Development,1,3,Other,3,Female,35,3,2,Manufacturing Director,2,Married,5228,3,1,10,3,9,7,0,5
29,No,Travel_Rarely,Research & Development,23,2,Life Sciences,3,Male,81,4,1,Research Scientist,3,Married,2700,4,3,10,3,10,7,0,7
58,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,31,3,5,Research Director,2,Single,19246,3,4,40,3,31,15,13,8
35,No,Travel_Rarely,Research & Development,1,4,Life Sciences,4,Female,40,4,1,Research Scientist,3,Single,2506,3,3,7,3,2,2,2,2
42,No,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Female,43,2,2,Manufacturing Director,4,Married,6062,3,4,8,3,4,3,0,2
28,Yes,Travel_Rarely,Research & Development,2,4,Medical,3,Male,46,3,1,Research Scientist,3,Single,4382,3,4,5,2,2,2,2,1
36,No,Travel_Rarely,Human Resources,13,3,Human Resources,3,Male,36,3,1,Human Resources,2,Married,2143,3,2,8,3,5,2,0,4
32,No,Travel_Rarely,Research & Development,4,3,Life Sciences,3,Female,98,2,2,Manufacturing Director,3,Married,6162,3,3,14,3,14,13,6,8
40,No,Travel_Frequently,Research & Development,16,4,Medical,1,Male,51,2,2,Laboratory Technician,3,Single,5094,3,4,10,3,1,0,0,0
30,No,Travel_Rarely,Research & Development,2,3,Medical,3,Female,52,2,2,Manufacturing Director,4,Single,6877,4,2,12,2,0,0,0,0
45,No,Travel_Rarely,Research & Development,2,3,Life Sciences,2,Female,95,2,1,Research Scientist,3,Single,2274,3,4,1,3,1,0,0,0
42,No,Travel_Rarely,Research & Development,29,3,Life Sciences,2,Male,98,3,2,Manufacturing Director,2,Married,4434,3,4,10,2,9,8,7,8
38,No,Travel_Frequently,Research & Development,12,3,Life Sciences,1,Male,45,2,2,Healthcare Representative,1,Divorced,6288,3,3,13,2,4,3,1,2
34,No,Travel_Frequently,Research & Development,16,4,Life Sciences,3,Female,100,2,1,Research Scientist,4,Single,2553,3,3,6,3,5,2,1,3
49,Yes,Travel_Rarely,Sales,11,3,Marketing,3,Female,43,3,3,Sales Executive,4,Married,7654,3,1,9,4,9,8,7,7
55,Yes,Travel_Rarely,Sales,2,1,Medical,3,Male,37,3,2,Sales Executive,4,Single,5160,3,3,12,2,9,7,7,3
43,No,Travel_Rarely,Research & Development,14,2,Life Sciences,2,Male,94,3,4,Research Director,1,Married,17159,4,3,22,3,4,1,1,0
27,No,Travel_Rarely,Research & Development,5,1,Technical Degree,3,Male,42,2,3,Research Director,4,Divorced,12808,3,2,9,3,9,8,0,8
35,No,Travel_Rarely,Research & Development,7,3,Other,3,Male,59,3,3,Manufacturing Director,3,Single,10221,4,2,17,4,8,5,1,6
28,No,Travel_Rarely,Sales,2,4,Marketing,2,Female,81,3,2,Sales Executive,2,Married,4779,4,1,8,3,8,7,7,5
34,No,Travel_Rarely,Human Resources,3,2,Human Resources,3,Male,88,3,1,Human Resources,4,Married,3737,3,3,4,1,3,2,0,2
26,Yes,Travel_Frequently,Research & Development,5,2,Medical,3,Female,88,2,1,Research Scientist,3,Married,2366,3,1,8,3,8,7,1,7
27,No,Non-Travel,Research & Development,3,3,Medical,4,Male,50,3,1,Research Scientist,4,Married,1706,3,3,0,2,0,0,0,0
51,No,Travel_Rarely,Sales,26,4,Marketing,1,Female,66,3,4,Manager,3,Married,16307,3,3,29,2,20,6,4,17
44,No,Travel_Rarely,Research & Development,4,3,Medical,4,Male,50,3,2,Healthcare Representative,2,Single,5933,3,4,10,2,5,2,2,3
25,No,Travel_Rarely,Research & Development,2,1,Medical,1,Male,65,4,1,Research Scientist,1,Single,3424,3,3,6,2,4,3,0,1
33,No,Travel_Rarely,Sales,1,3,Medical,1,Male,48,4,2,Sales Executive,1,Divorced,4037,4,1,9,3,9,8,0,8
35,No,Travel_Rarely,Research & Development,27,1,Medical,3,Female,53,2,1,Research Scientist,1,Single,2559,3,4,6,2,6,5,1,1
36,No,Travel_Rarely,Sales,1,2,Life Sciences,2,Male,56,3,2,Sales Executive,4,Married,6201,3,4,18,2,18,14,4,11
32,No,Travel_Rarely,Sales,13,4,Life Sciences,2,Male,73,3,2,Sales Executive,4,Divorced,4403,3,3,8,2,5,2,0,3
30,No,Travel_Frequently,Research & Development,5,4,Life Sciences,2,Male,75,2,1,Research Scientist,4,Divorced,3761,3,2,10,2,5,4,0,3
53,No,Travel_Rarely,Sales,7,2,Marketing,1,Female,78,2,3,Sales Executive,4,Married,10934,3,4,35,3,5,2,0,4
45,No,Travel_Rarely,Sales,9,3,Marketing,4,Male,74,3,3,Sales Executive,1,Divorced,10761,3,3,18,3,5,4,0,2
32,No,Travel_Rarely,Research & Development,8,2,Medical,3,Female,91,4,2,Research Scientist,3,Married,5175,3,3,9,2,5,3,1,3
52,No,Travel_Frequently,Research & Development,25,4,Medical,3,Female,81,2,4,Manufacturing Director,4,Married,13826,4,3,31,3,9,8,0,0
37,No,Travel_Rarely,Sales,16,4,Marketing,4,Male,66,2,2,Sales Executive,3,Divorced,6334,3,4,9,3,1,0,0,0
28,No,Travel_Rarely,Human Resources,8,2,Medical,2,Male,63,2,1,Human Resources,4,Divorced,4936,3,4,6,3,5,1,0,4
22,No,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,33,2,2,Manufacturing Director,4,Married,4775,4,1,4,1,2,2,2,2
44,No,Travel_Rarely,Research & Development,8,4,Life Sciences,1,Male,62,4,1,Laboratory Technician,4,Married,2818,4,3,10,2,3,2,0,2
42,No,Travel_Frequently,Research & Development,2,1,Medical,2,Male,35,3,1,Research Scientist,4,Single,2515,3,4,8,3,2,1,2,2
36,No,Travel_Rarely,Human Resources,8,3,Life Sciences,1,Male,77,2,1,Human Resources,1,Married,2342,4,3,6,3,5,4,0,3
25,No,Travel_Rarely,Sales,3,1,Other,3,Male,98,3,2,Sales Executive,1,Married,4194,3,4,5,3,5,3,0,3
35,No,Travel_Rarely,Research & Development,9,3,Life Sciences,4,Female,66,2,3,Manufacturing Director,3,Married,10685,4,2,17,3,17,14,5,15
35,Yes,Travel_Frequently,Research & Development,25,4,Life Sciences,4,Female,96,3,1,Research Scientist,2,Divorced,2022,3,1,10,2,10,2,7,8
32,No,Non-Travel,Research & Development,1,3,Life Sciences,4,Male,61,3,1,Laboratory Technician,4,Divorced,2314,3,2,4,3,3,0,0,2
25,No,Travel_Rarely,Sales,4,1,Marketing,3,Male,87,2,2,Sales Executive,1,Married,4256,3,1,5,4,5,2,0,3
49,No,Travel_Rarely,Research & Development,1,3,Technical Degree,3,Female,36,3,1,Research Scientist,1,Married,3580,3,2,7,3,4,2,0,2
24,No,Non-Travel,Research & Development,4,1,Life Sciences,1,Male,46,2,1,Laboratory Technician,4,Married,3162,3,4,6,2,5,2,3,4
32,No,Travel_Frequently,Sales,5,2,Life Sciences,2,Male,48,3,2,Sales Executive,2,Married,6524,3,4,10,3,10,8,5,3
38,No,Travel_Rarely,Sales,9,3,Marketing,2,Male,98,2,1,Sales Representative,2,Married,2899,3,4,3,3,2,2,1,2
42,No,Travel_Rarely,Research & Development,3,3,Life Sciences,3,Female,95,4,2,Laboratory Technician,4,Married,5231,3,2,17,2,5,3,1,3
31,No,Travel_Rarely,Research & Development,11,4,Life Sciences,4,Male,48,3,1,Research Scientist,4,Married,2356,3,2,8,3,6,4,0,2
29,Yes,Travel_Rarely,Sales,1,3,Medical,2,Female,48,2,1,Sales Representative,3,Divorced,2800,3,3,5,3,3,2,0,2
53,No,Travel_Rarely,Sales,8,3,Marketing,1,Male,73,3,4,Sales Executive,4,Married,11836,3,3,28,3,2,0,2,2
35,No,Travel_Rarely,Research & Development,25,3,Technical Degree,4,Male,78,2,3,Manufacturing Director,2,Married,10903,3,1,16,3,13,10,4,8
37,No,Travel_Frequently,Sales,21,2,Medical,3,Female,54,3,1,Sales Representative,4,Married,2973,3,2,10,3,5,4,0,0
53,No,Travel_Rarely,Research & Development,23,4,Life Sciences,4,Female,72,3,4,Research Director,4,Single,14275,3,3,33,3,12,9,3,8
43,No,Travel_Frequently,Research & Development,1,3,Life Sciences,4,Female,33,3,2,Healthcare Representative,4,Married,5562,3,2,12,2,5,2,2,2
47,No,Travel_Rarely,Sales,2,2,Marketing,3,Female,35,3,2,Sales Executive,4,Married,4537,4,1,8,3,7,6,7,7
37,No,Non-Travel,Sales,19,2,Medical,1,Male,32,3,3,Sales Executive,2,Single,7642,3,4,10,3,10,0,0,9
50,No,Non-Travel,Research & Development,2,4,Life Sciences,1,Male,98,3,4,Manager,1,Divorced,17924,3,4,31,3,31,6,14,7
39,No,Travel_Rarely,Human Resources,2,3,Life Sciences,4,Female,42,2,2,Human Resources,4,Married,5204,3,3,13,3,5,4,0,4
33,No,Travel_Rarely,Human Resources,3,2,Human Resources,4,Male,57,3,1,Human Resources,2,Divorced,2277,3,3,7,4,4,3,0,3
32,Yes,Travel_Rarely,Research & Development,25,4,Life Sciences,1,Male,87,3,1,Laboratory Technician,4,Single,2795,4,3,1,1,1,0,0,1
29,No,Travel_Rarely,Research & Development,7,1,Medical,1,Female,62,2,1,Laboratory Technician,4,Divorced,2532,3,3,8,3,4,3,0,3
44,No,Travel_Rarely,Research & Development,9,2,Life Sciences,2,Male,61,3,1,Research Scientist,1,Married,2559,3,4,8,3,8,7,7,1
28,No,Travel_Rarely,Sales,5,4,Medical,1,Male,98,3,2,Sales Executive,4,Single,4908,3,2,4,3,4,2,0,2
58,Yes,Travel_Frequently,Research & Development,2,1,Life Sciences,4,Male,57,2,1,Laboratory Technician,4,Divorced,2380,3,4,3,2,1,0,0,0
43,No,Travel_Rarely,Research & Development,8,3,Life Sciences,1,Female,55,3,2,Manufacturing Director,2,Divorced,4765,4,3,4,4,1,0,0,0
20,Yes,Travel_Rarely,Sales,2,3,Medical,3,Female,49,2,1,Sales Representative,3,Single,2044,3,4,2,2,2,2,0,2
21,Yes,Travel_Rarely,Research & Development,18,1,Other,4,Female,65,3,1,Research Scientist,4,Single,2693,3,1,1,2,1,0,0,0
36,No,Travel_Rarely,Research & Development,14,1,Life Sciences,3,Male,68,3,2,Healthcare Representative,4,Married,6586,3,1,17,2,16,8,4,11
47,No,Travel_Rarely,Sales,2,4,Life Sciences,4,Female,65,2,1,Sales Representative,4,Single,3294,3,1,3,2,3,2,1,2
22,Yes,Travel_Rarely,Research & Development,3,1,Life Sciences,2,Female,34,3,2,Manufacturing Director,3,Married,4171,3,1,4,4,3,2,0,2
41,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,2,Female,57,1,1,Laboratory Technician,4,Divorced,2778,3,3,10,2,7,7,1,0
28,No,Travel_Rarely,Research & Development,9,3,Medical,3,Female,77,3,1,Research Scientist,3,Divorced,2377,3,2,6,3,2,2,2,2
39,Yes,Travel_Rarely,Research & Development,6,3,Medical,4,Male,70,3,1,Laboratory Technician,1,Married,2404,4,4,8,1,2,2,2,2
27,No,Travel_Rarely,Research & Development,4,3,Life Sciences,2,Female,76,3,1,Research Scientist,3,Single,2318,3,3,1,3,1,1,0,0
34,No,Travel_Rarely,Research & Development,10,3,Life Sciences,2,Male,83,3,1,Laboratory Technician,2,Divorced,2008,3,2,1,3,1,0,1,0
42,No,Travel_Rarely,Sales,14,2,Medical,3,Female,68,2,2,Sales Executive,3,Single,6244,3,1,10,3,5,4,0,3
33,No,Travel_Rarely,Research & Development,1,4,Other,3,Male,100,2,1,Research Scientist,1,Single,2799,3,2,6,3,3,2,0,2
58,No,Travel_Rarely,Research & Development,5,3,Technical Degree,3,Female,37,2,3,Healthcare Representative,2,Divorced,10552,3,4,24,3,6,0,0,4
31,No,Travel_Rarely,Sales,7,4,Life Sciences,2,Male,41,2,1,Sales Representative,3,Married,2329,3,2,13,4,7,7,5,2
35,No,Travel_Rarely,Research & Development,21,1,Life Sciences,4,Female,51,3,2,Healthcare Representative,4,Married,4014,4,4,10,1,10,6,0,7
49,No,Travel_Rarely,Research & Development,8,2,Other,1,Female,51,3,3,Laboratory Technician,2,Married,7403,3,3,29,2,26,9,1,7
48,No,Travel_Rarely,Research & Development,20,4,Medical,4,Male,51,3,1,Research Scientist,3,Married,2259,3,1,13,2,0,0,0,0
31,No,Non-Travel,Sales,20,2,Marketing,4,Female,45,3,2,Sales Executive,3,Married,6932,3,4,9,2,9,8,0,0
36,No,Travel_Rarely,Research & Development,7,4,Other,2,Male,65,3,1,Research Scientist,4,Single,4678,3,3,8,3,6,2,0,1
38,No,Travel_Rarely,Research & Development,1,3,Technical Degree,4,Female,80,3,3,Research Director,1,Married,13582,3,2,15,3,15,12,5,11
32,No,Non-Travel,Research & Development,1,3,Life Sciences,3,Female,70,2,1,Laboratory Technician,2,Married,2332,4,3,5,3,3,0,0,2
25,Yes,Travel_Rarely,Sales,19,2,Marketing,3,Male,36,2,1,Sales Representative,2,Married,2413,3,3,1,3,1,0,0,0
40,No,Travel_Rarely,Sales,10,4,Marketing,1,Male,67,2,3,Sales Executive,2,Divorced,9705,3,2,11,2,1,0,0,0
26,No,Travel_Frequently,Sales,1,3,Medical,3,Male,52,2,2,Sales Executive,1,Single,4294,3,2,7,3,7,7,0,7
41,No,Travel_Rarely,Research & Development,6,3,Medical,4,Male,59,3,1,Laboratory Technician,1,Single,4721,3,3,20,3,18,13,2,17
36,No,Travel_Rarely,Research & Development,2,4,Medical,3,Male,79,3,1,Laboratory Technician,3,Single,2519,4,3,16,3,11,8,3,9
19,Yes,Travel_Rarely,Sales,21,3,Other,4,Male,37,2,1,Sales Representative,2,Single,2121,3,2,1,4,1,0,0,0
20,Yes,Travel_Rarely,Research & Development,4,3,Technical Degree,1,Male,84,3,1,Laboratory Technician,1,Single,2973,3,2,1,3,1,0,0,0
31,No,Travel_Rarely,Research & Development,12,3,Medical,4,Female,41,3,2,Healthcare Representative,4,Married,5855,3,3,10,1,9,7,8,5
40,No,Travel_Frequently,Research & Development,9,4,Medical,4,Male,35,3,1,Research Scientist,2,Divorced,3617,3,4,3,3,1,1,0,0
32,No,Travel_Rarely,Research & Development,3,4,Medical,3,Female,93,3,2,Manufacturing Director,1,Married,6725,3,3,8,4,8,7,6,3
36,Yes,Travel_Rarely,Sales,3,1,Life Sciences,3,Male,51,2,3,Sales Executive,4,Married,10325,3,1,16,3,16,7,3,7
33,No,Travel_Rarely,Research & Development,1,3,Life Sciences,2,Female,42,2,2,Healthcare Representative,4,Single,6949,3,1,6,3,5,0,1,4
37,Yes,Travel_Rarely,Sales,1,4,Life Sciences,1,Male,46,2,3,Sales Executive,3,Married,10609,3,3,17,1,14,1,11,7
45,No,Non-Travel,Research & Development,4,2,Life Sciences,3,Male,57,3,2,Laboratory Technician,2,Married,4447,3,2,9,2,9,7,0,8
29,No,Travel_Frequently,Sales,20,3,Technical Degree,3,Female,84,3,1,Sales Representative,4,Married,2157,3,2,3,3,3,1,0,2
35,No,Travel_Rarely,Sales,18,3,Medical,3,Female,86,3,2,Sales Executive,3,Married,4601,3,2,5,3,5,2,1,0
52,No,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,70,3,4,Manager,4,Married,17099,3,2,26,2,9,8,7,8
58,Yes,Travel_Rarely,Research & Development,2,3,Technical Degree,4,Male,51,3,1,Research Scientist,3,Single,2479,4,1,7,3,1,0,0,0
53,No,Travel_Rarely,Sales,2,2,Medical,3,Male,45,3,4,Manager,3,Divorced,14852,3,3,22,4,17,13,15,2
30,No,Travel_Rarely,Sales,8,2,Other,3,Male,62,3,3,Sales Executive,3,Divorced,7264,3,1,10,4,8,4,7,7
38,No,Non-Travel,Sales,10,3,Technical Degree,3,Female,85,3,2,Sales Executive,4,Single,5666,3,2,6,3,5,3,1,3
35,No,Travel_Rarely,Sales,3,4,Life Sciences,4,Male,92,3,3,Sales Executive,4,Divorced,7823,3,2,12,3,10,9,0,8
39,No,Travel_Rarely,Sales,2,5,Life Sciences,1,Male,41,4,3,Sales Executive,3,Single,7880,3,4,9,3,8,7,0,7
40,Yes,Non-Travel,Sales,24,3,Life Sciences,2,Female,100,4,4,Sales Executive,2,Single,13194,3,4,22,2,1,0,0,0
47,No,Travel_Frequently,Research & Development,16,4,Medical,3,Male,64,4,2,Manufacturing Director,3,Divorced,5067,3,3,20,4,19,10,2,7
36,No,Non-Travel,Sales,8,4,Technical Degree,1,Male,84,3,2,Sales Executive,4,Divorced,5079,3,4,12,3,7,7,0,7
31,Yes,Non-Travel,Research & Development,9,2,Medical,3,Male,46,2,1,Research Scientist,1,Single,2321,4,1,4,3,3,2,1,2
33,No,Non-Travel,Sales,17,3,Life Sciences,4,Male,38,3,4,Manager,3,Single,17444,3,4,10,3,10,8,6,0
29,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,4,Female,92,2,1,Research Scientist,1,Single,2404,4,3,3,3,0,0,0,0
33,No,Travel_Rarely,Research & Development,13,1,Life Sciences,2,Female,53,3,1,Research Scientist,4,Single,3452,3,1,5,3,3,2,0,2
45,No,Travel_Rarely,Research & Development,1,4,Medical,4,Female,91,3,1,Laboratory Technician,4,Divorced,2270,3,4,8,3,5,3,0,2
50,No,Travel_Rarely,Research & Development,1,2,Medical,4,Male,66,3,4,Research Director,4,Divorced,17399,4,3,32,2,5,4,1,3
33,No,Travel_Frequently,Research & Development,1,4,Other,3,Female,84,4,2,Healthcare Representative,2,Married,5488,3,1,6,3,6,5,1,2
41,No,Travel_Frequently,Research & Development,9,3,Medical,1,Male,64,3,5,Research Director,3,Divorced,19419,3,2,21,4,18,16,0,11
27,No,Travel_Rarely,Research & Development,16,4,Technical Degree,3,Female,37,3,1,Laboratory Technician,2,Married,2811,3,2,4,3,2,2,2,2
45,No,Non-Travel,Research & Development,23,2,Life Sciences,4,Male,42,3,2,Laboratory Technician,1,Married,3633,3,3,9,3,9,8,0,8
47,No,Travel_Rarely,Sales,4,2,Life Sciences,4,Female,83,3,2,Sales Executive,4,Single,4163,3,3,9,3,9,0,0,7
30,Yes,Travel_Rarely,Research & Development,22,3,Life Sciences,1,Female,48,3,1,Research Scientist,3,Married,2132,3,2,7,3,5,2,0,1
50,No,Travel_Rarely,Research & Development,24,3,Life Sciences,4,Male,95,3,4,Manufacturing Director,3,Married,13973,3,4,22,3,12,11,1,5
38,No,Travel_Frequently,Research & Development,10,1,Medical,3,Male,66,3,1,Research Scientist,3,Married,2684,3,2,3,2,2,1,0,2
46,No,Travel_Rarely,Research & Development,7,2,Medical,4,Male,75,3,3,Manufacturing Director,3,Divorced,10845,3,2,13,3,8,7,0,7
24,No,Travel_Rarely,Research & Development,17,1,Medical,4,Female,41,2,2,Manufacturing Director,3,Divorced,4377,3,2,5,3,4,2,3,2
35,Yes,Travel_Rarely,Research & Development,14,4,Other,3,Male,39,2,1,Laboratory Technician,2,Divorced,3743,4,4,5,1,4,2,0,2
31,No,Travel_Frequently,Research & Development,1,1,Life Sciences,3,Female,96,3,2,Manufacturing Director,1,Married,4148,3,3,4,3,4,3,0,3
18,No,Non-Travel,Research & Development,5,2,Life Sciences,2,Male,73,3,1,Research Scientist,4,Single,1051,3,4,0,3,0,0,0,0
54,No,Travel_Rarely,Research & Development,17,3,Technical Degree,3,Female,56,3,3,Manufacturing Director,3,Married,10739,3,3,22,3,10,7,0,8
35,No,Travel_Rarely,Research & Development,25,4,Medical,3,Female,57,3,3,Healthcare Representative,3,Divorced,10388,3,3,16,2,16,10,10,1
30,No,Travel_Rarely,Research & Development,8,2,Life Sciences,2,Female,73,4,3,Research Director,1,Married,11416,3,3,9,2,8,7,1,7
20,Yes,Travel_Rarely,Research & Development,11,3,Medical,4,Female,98,2,1,Research Scientist,1,Single,2600,3,1,1,3,1,0,0,0
30,Yes,Travel_Frequently,Research & Development,5,3,Medical,2,Female,60,3,1,Laboratory Technician,2,Single,2422,3,1,4,3,3,2,1,2
26,No,Travel_Rarely,Research & Development,2,2,Medical,4,Male,32,4,2,Manufacturing Director,4,Married,5472,3,2,8,3,8,7,1,3
22,No,Travel_Rarely,Research & Development,8,1,Life Sciences,2,Male,94,1,1,Laboratory Technician,1,Married,2451,3,1,4,2,4,3,1,1
48,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1,Male,97,2,2,Healthcare Representative,3,Single,4240,3,4,19,3,2,2,2,2
48,No,Travel_Rarely,Research & Development,4,4,Life Sciences,3,Male,78,2,3,Healthcare Representative,3,Single,10999,3,2,27,3,15,11,4,8
41,No,Travel_Rarely,Research & Development,7,2,Medical,4,Female,42,3,2,Manufacturing Director,3,Single,5003,3,2,8,3,2,2,2,1
39,No,Travel_Rarely,Research & Development,1,1,Life Sciences,4,Female,65,2,4,Manufacturing Director,4,Married,12742,3,3,21,3,21,6,11,8
27,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Female,47,3,2,Manufacturing Director,4,Married,4227,3,2,4,3,3,2,2,2
35,No,Travel_Rarely,Research & Development,10,3,Other,2,Male,45,3,1,Laboratory Technician,4,Divorced,3917,4,1,3,2,3,2,1,2
42,No,Travel_Rarely,Sales,5,2,Marketing,4,Male,90,3,5,Manager,3,Married,18303,3,2,21,4,1,0,0,0
50,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,Male,64,3,1,Laboratory Technician,4,Married,2380,3,2,8,3,1,0,0,0
59,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,69,2,4,Manufacturing Director,4,Single,13726,3,1,30,3,5,3,4,3
37,Yes,Travel_Rarely,Research & Development,11,2,Medical,1,Female,61,1,2,Healthcare Representative,2,Married,4777,3,1,15,1,1,0,0,0
55,No,Travel_Frequently,Research & Development,18,4,Medical,3,Male,62,3,2,Healthcare Representative,2,Married,6385,3,4,17,3,8,7,6,7
41,No,Non-Travel,Research & Development,7,1,Life Sciences,2,Female,55,1,5,Research Director,3,Divorced,19973,4,2,21,3,21,16,5,10
38,No,Travel_Rarely,Sales,3,4,Life Sciences,2,Male,42,3,2,Sales Executive,4,Single,6861,3,3,19,3,1,0,0,0
26,Yes,Non-Travel,Sales,29,2,Medical,2,Male,79,1,2,Sales Executive,1,Single,4969,3,4,7,3,2,2,2,2
52,Yes,Travel_Rarely,Sales,2,1,Marketing,1,Female,57,1,5,Manager,4,Married,19845,3,4,33,3,32,14,6,9
44,No,Travel_Rarely,Sales,28,3,Medical,4,Female,53,4,4,Sales Executive,4,Married,13320,3,3,23,3,12,11,11,11
50,No,Non-Travel,Sales,1,3,Life Sciences,4,Female,95,3,2,Sales Executive,3,Married,6347,3,1,19,3,18,7,0,13
36,Yes,Travel_Rarely,Research & Development,16,4,Life Sciences,3,Female,43,4,1,Laboratory Technician,1,Single,2743,3,3,18,3,17,13,15,14
39,No,Travel_Frequently,Research & Development,22,3,Medical,4,Female,82,3,3,Manufacturing Director,1,Single,10880,3,3,21,3,21,6,2,8
33,No,Non-Travel,Sales,8,1,Life Sciences,2,Female,88,2,1,Sales Representative,4,Single,2342,3,4,3,2,2,2,2,2
45,No,Travel_Rarely,Sales,11,2,Life Sciences,4,Female,90,3,4,Manager,4,Married,17650,3,2,26,4,9,3,1,1
32,No,Non-Travel,Research & Development,29,4,Medical,4,Female,69,3,1,Laboratory Technician,3,Single,4025,3,2,10,3,8,7,7,7
34,No,Travel_Rarely,Sales,1,4,Marketing,2,Male,75,4,2,Sales Executive,4,Divorced,9725,3,4,16,2,15,1,0,9
59,No,Travel_Rarely,Sales,1,2,Technical Degree,2,Male,66,3,3,Manager,4,Married,11904,3,3,14,1,6,4,0,4
45,No,Travel_Rarely,Human Resources,24,4,Medical,2,Male,36,3,1,Human Resources,2,Single,2177,3,1,6,3,6,3,0,4
53,No,Travel_Frequently,Sales,2,3,Marketing,3,Female,38,2,3,Sales Executive,2,Married,7525,3,1,30,3,15,7,6,12
36,Yes,Travel_Rarely,Research & Development,15,3,Other,1,Male,81,3,2,Laboratory Technician,3,Divorced,4834,3,2,9,2,1,0,0,0
26,Yes,Travel_Frequently,Research & Development,2,3,Life Sciences,1,Male,57,3,1,Research Scientist,1,Married,2042,3,2,6,3,3,2,1,2
34,No,Travel_Rarely,Sales,10,4,Life Sciences,3,Female,87,3,1,Sales Representative,3,Married,2220,3,4,1,3,1,1,0,0
28,No,Travel_Rarely,Sales,10,1,Medical,4,Male,74,3,1,Sales Representative,2,Married,1052,4,2,1,3,1,0,0,0
38,No,Travel_Frequently,Research & Development,3,4,Other,3,Male,44,3,1,Research Scientist,3,Married,2821,3,1,8,3,2,2,2,2
50,No,Travel_Rarely,Research & Development,2,4,Medical,2,Male,62,3,5,Research Director,3,Married,19237,3,4,29,2,8,1,7,7
37,No,Travel_Rarely,Research & Development,3,3,Other,4,Female,35,3,2,Healthcare Representative,2,Single,4107,3,1,8,2,4,3,0,1
40,No,Travel_Rarely,Sales,26,3,Marketing,3,Male,74,3,2,Sales Executive,1,Married,8396,3,2,8,2,7,7,7,5
26,No,Travel_Frequently,Research & Development,1,1,Medical,1,Female,66,2,1,Research Scientist,3,Divorced,2007,3,3,5,3,5,3,1,3
46,No,Travel_Rarely,Research & Development,1,4,Medical,4,Male,40,3,5,Research Director,4,Divorced,19627,3,4,23,3,2,2,2,2
54,No,Travel_Rarely,Sales,2,4,Life Sciences,3,Female,41,2,3,Sales Executive,3,Married,10686,3,2,13,3,9,4,7,0
56,No,Travel_Frequently,Research & Development,9,3,Medical,1,Female,63,3,1,Research Scientist,3,Married,2942,3,2,18,3,5,4,0,3
36,No,Travel_Rarely,Research & Development,12,5,Medical,4,Female,51,2,3,Manufacturing Director,4,Single,8858,3,2,15,2,14,8,7,8
55,No,Non-Travel,Research & Development,2,1,Medical,3,Male,40,2,4,Manager,1,Single,16756,3,2,31,4,9,7,6,2
